Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_China,Country_Colombia,Country_Croatia,Country_Czechia,Country_Denmark,Country_Ecuador,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Uruguay,Country_nan
Idan Toklomati,30,72,Fairly Professional,6210,1.85,2035-06-30,600.0,,France (National 2 - A),French National 2 - A,2034-06-13,8.25,13,11,11,10,10,11,12,9,12,5,11,12,10,13,13,8,12,11,12,12,13,12,14,10,11,10,9,10,7,5,7,5,10,10,7,6,,7.35,1 (3),Not set,- - -,4,0,France,176.0,29.43600273785079,0.5639972621492129,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Faris,34,73,Perfectionist,7060,0.5225,2035-06-30,37000.0,,Portugal (Premier League),Portuguese Premier League,2033-07-10,37.0,14,12,12,14,11,10,16,7,12,8,12,11,12,15,12,15,14,12,12,12,15,12,6,9,14,12,11,10,7,8,8,5,13,8,11,10,,6.86,14,Not set,- - -,14,0,Portugal,176.0,32.510609171800134,1.4893908281998631,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rodrigo Márquez,32,70,Driven,4066,0.9349999999999999,2035-12-31,14250.0,3.4,Brazil (Second Division),Brazilian National Second Division,2033-01-17,2.8,10,14,9,12,12,12,12,9,13,11,10,9,13,18,10,11,9,11,9,7,8,12,10,12,12,15,13,14,5,12,12,12,12,13,13,11,,-,-,Not set,- - -,0,0,Brazil,360.0,30.034223134839152,1.9657768651608487,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matheus Cadorini,32,76,Fairly Determined,3482,,2036-06-30,3200.0,1.7,Portugal (Premier League),Portuguese Premier League,2033-06-10,1.4,12,14,13,13,11,13,12,10,13,10,12,10,12,15,12,12,15,10,12,12,14,12,6,10,13,12,13,10,7,8,8,6,12,10,13,8,,6.87,14 (4),Not set,- - -,18,0,Portugal,542.0,30.428473648186174,1.571526351813826,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mika Biereth,31,74,Resolute,3486,0.65,2035-06-30,19000.0,4.3,France (Ligue 2 BKT),Ligue 2 BKT,2031-01-31,6.75,13,12,12,12,13,13,12,9,12,7,13,12,15,15,14,13,15,13,12,14,14,13,2,12,14,13,10,9,5,6,7,6,12,14,7,11,Wnt,7.70,0 (1),Listed,- - -,1,1,France,176.0,27.071184120465436,3.9288158795345653,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renato Marques,31,71,Balanced,3293,1.5,2036-12-31,3300.0,,Brazil (Third Division),Brazilian National Third Division,2034-07-08,1.5,12,12,6,16,8,13,13,8,13,9,8,8,10,6,13,9,11,12,9,7,13,13,9,11,14,12,13,9,1,5,7,4,14,7,7,6,Lst,-,-,Listed,- - -,0,1,Brazil,726.0,30.50444900752909,0.49555099247091033,3.0,416.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Baran Başyiğit,31,74,Fairly Determined,3487,1.9500000000000002,2036-06-30,3300.0,0.525,Türkiye (Super League),Turkish Super League,2032-01-22,0.775,14,12,14,13,12,14,9,9,12,9,12,8,12,16,11,13,13,13,12,12,12,12,3,9,12,9,12,8,2,7,5,5,12,10,7,7,,6.77,15 (1),Not set,- - -,16,0,Türkiye,542.0,28.045859000684462,2.954140999315537,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Arthur Sousa,31,72,Fairly Determined,3599,0.7150000000000001,2036-12-31,11000.0,1.9,Brazil (Second Division),Brazilian National Second Division,2034-03-13,4.8,15,12,11,13,12,12,10,3,13,8,11,8,11,15,11,14,12,13,11,12,13,13,4,11,13,12,12,11,2,4,7,3,11,7,8,7,Wnt,-,-,Not set,- - -,0,0,Brazil,726.0,30.184120465434635,0.8158795345653662,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lucca Holanda,31,72,Balanced,3972,4.15,2035-12-31,10250.0,8.5,Brazil (Second Division),Brazilian National Second Division,2033-01-17,8.0,6,12,9,12,12,13,13,5,13,6,12,13,11,14,11,12,12,11,10,9,14,12,8,11,13,13,11,9,7,9,9,7,12,11,8,10,,-,-,Not set,- - -,0,0,Brazil,360.0,29.034223134839152,1.9657768651608487,3.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicolò Turco,30,73,Fairly Determined,4800,1.85,2035-06-30,22000.0,3.4,Austria (Premier Division),Austrian Premier Division,2032-10-03,3.4,7,14,9,14,12,12,14,9,14,7,11,12,11,15,11,15,15,14,11,13,12,13,7,12,11,12,13,13,2,4,9,6,13,11,9,10,,6.84,23,Not set,- - -,23,0,Austria,176.0,27.744010951403148,2.2559890485968515,4.0,488.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kaio Jorge,32,72,Ambitious,8108,16.0,2035-12-31,100000.0,18.5,Brazil (First Division),Brazilian National First Division,2034-05-14,20.0,15,17,13,15,14,14,15,10,17,9,13,15,14,16,16,11,12,13,11,11,10,13,7,11,14,14,12,11,4,6,7,5,15,14,14,12,,-,-,Not set,- - -,0,0,Brazil,360.0,31.353867214236825,0.6461327857631759,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matheus Cunha,35,72,Fairly Determined,8490,0.2,2035-06-30,105000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-12-29,176.0,16,12,15,14,7,10,18,12,13,6,11,13,13,16,11,11,12,10,8,7,14,11,13,14,16,15,10,13,4,6,14,6,16,15,14,13,Wnt,6.98,2 (10),Listed,- - -,12,1,France,176.0,33.98151950718686,1.0184804928131417,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Moise Kean,34,72,Fairly Ambitious,7299,0.16,2035-06-30,41000.0,3.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-04-08,79.0,16,14,15,12,13,10,14,11,15,5,12,10,12,12,12,11,12,11,12,13,18,12,9,9,13,13,13,10,8,4,10,5,13,12,12,10,Lst,-,-,Listed,- - -,0,1,France,176.0,33.25530458590007,0.7446954140999316,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emanuele Pecorino,33,76,Fairly Determined,3680,0.575,2035-06-30,9750.0,,Italy (Serie B),Italian Serie B,2033-05-07,1.7,10,14,11,15,13,14,12,8,14,9,11,12,12,15,12,13,14,12,11,12,17,12,6,11,15,13,13,11,10,9,6,6,13,12,11,9,Inj,6.81,17 (1),Not set,- - -,18,0,Italy,176.0,31.33538672142368,1.6646132785763177,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marco Da Graca,32,73,Professional,4720,3.85,2036-06-30,7000.0,,Italy (Serie B),Italian Serie B,2033-01-06,0.525,14,13,11,13,12,12,14,11,14,6,11,10,13,15,13,14,14,12,13,12,18,12,5,10,14,12,12,11,4,4,4,4,12,11,8,8,,6.84,19,Not set,- - -,19,0,Italy,542.0,30.0041067761807,1.995893223819302,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nacho Ferri,30,76,Fairly Ambitious,4754,9.65,2036-06-30,56000.0,2.5,Germany (Bundesliga),Bundesliga,2034-07-24,3.6,16,13,12,14,13,13,13,8,13,6,10,12,12,14,13,14,17,14,12,14,13,13,3,11,15,13,13,10,6,4,8,4,12,12,13,9,,6.62,0 (12),Not set,- - -,12,0,Germany,542.0,29.548254620123203,0.4517453798767967,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andréas Hountondji,32,75,Fairly Ambitious,3688,0.6125,2036-12-31,6000.0,1.0,Norway (Premier Division),Norwegian Premier Division,2034-01-18,1.2,8,9,3,12,9,11,10,8,11,5,9,12,10,7,11,11,14,14,11,10,16,13,8,10,11,10,11,8,3,8,6,7,11,10,5,7,,6.85,0 (7),Not set,- - -,7,0,Norway,726.0,31.0362765229295,0.9637234770704997,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mohamed Sankoh,31,70,Fairly Determined,3401,0.495,2035-06-30,9000.0,0.575,Germany (Bundesliga 2),Bundesliga 2,2033-07-10,1.4,5,11,13,12,10,12,14,7,11,5,7,8,12,15,15,14,13,13,12,13,12,13,7,15,9,10,14,8,6,4,7,2,12,11,5,8,,6.77,18,Not set,- - -,18,0,Germany,176.0,29.510609171800137,1.4893908281998631,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shuto Machino,35,73,Resolute,4729,0.0,,,,Japan,-,,1.6,11,13,13,13,12,12,13,8,14,7,12,12,12,15,10,11,12,11,10,8,17,10,8,9,13,12,11,8,16,7,11,7,14,12,16,10,Ret,-,-,Not set,- - -,0,0,Japan,,,,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aliou Traoré,33,74,Balanced,4327,0.006500000000000001,2035-06-30,1800.0,,France (National),French National,2034-07-21,0.5,14,9,10,9,10,11,13,7,12,10,12,11,12,11,8,12,12,11,7,8,15,12,4,10,8,13,8,7,6,8,4,8,13,12,5,9,,6.66,17,Not set,- - -,17,0,France,176.0,32.540041067761805,0.459958932238193,3.0,378.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Efecan Barlık,31,76,Driven,3922,0.75,2035-12-31,2500.0,,Norway (Premier Division),Norwegian Premier Division,2034-07-21,2.1,13,11,12,13,10,11,13,13,13,7,12,10,14,18,10,11,17,12,11,15,17,11,3,9,14,12,12,9,1,3,7,3,12,10,10,8,,6.81,20 (6),Not set,- - -,26,0,Norway,360.0,30.540041067761805,0.459958932238193,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mexx Meerdink,31,72,Fairly Determined,4081,4.8,2036-06-30,26500.0,10.25,Belgium (Jupiler Pro League),Jupiler Pro League,2033-03-12,8.25,14,15,16,14,11,10,12,12,14,7,13,11,14,15,11,12,13,10,9,11,12,12,6,10,13,13,14,12,4,6,7,5,11,11,12,7,,7.00,3 (14),Not set,- - -,17,0,Belgium,542.0,29.182067077344286,1.8179329226557153,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facundo Echevarría,32,70,Balanced,2922,0.13,2036-06-30,5750.0,,Italy (Serie A),Italian Serie A,2033-01-01,0.625,9,12,11,12,9,12,13,12,13,11,11,13,11,6,11,12,10,10,10,12,16,13,11,11,13,13,12,12,11,9,11,6,12,11,10,9,Trn,6.91,2 (7),Listed,- - -,9,1,Italy,542.0,29.99041752224504,2.0095824777549622,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bryan Limbombe,33,68,Fairly Ambitious,3597,0.006,2035-06-30,1300.0,,Belgium (First National Amateur),Belgian First National Amateur Division,2034-07-16,2.0,10,12,14,13,12,11,15,5,17,5,9,10,8,12,11,8,6,12,7,6,13,12,7,11,9,14,6,9,10,5,8,6,15,13,5,9,,6.97,18,Not set,- - -,18,0,Belgium,176.0,32.526351813826146,0.4736481861738535,4.0,370.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brenner,34,69,Spirited,5956,0.0,,,,Brazil,-,,33.0,12,13,12,14,12,13,14,11,15,10,11,13,12,15,10,8,5,8,8,7,15,9,11,11,15,15,12,9,9,7,9,7,14,13,15,11,Wnt,-,-,Not set,- - -,0,0,Brazil,,,,4.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Keito Nakamura,34,71,Balanced,6187,0.13,2035-06-30,65000.0,10.25,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-01-05,10.75,8,14,13,13,12,12,13,9,15,7,12,15,12,14,10,12,11,11,8,10,12,11,7,11,12,13,8,12,7,6,6,8,15,13,6,12,Ret,6.50,0 (3),Listed,- - -,3,1,France,176.0,33.00068446269678,0.999315537303217,3.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brennan Johnson,33,71,Balanced,8136,5.85,2035-06-30,87000.0,,England (Premier Division),English Premier Division,2034-07-01,99.0,6,13,12,13,10,13,14,12,15,9,12,13,13,12,13,13,8,12,10,9,15,12,9,13,13,13,7,9,4,7,10,6,13,15,14,16,,6.38,0 (4),Not set,- - -,4,0,England,176.0,32.48528405201917,0.5147159479808351,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joe Gelhardt,32,69,Resolute,4798,,2036-06-30,5500.0,,England (Sky Bet League One),Sky Bet League One,2034-11-26,1.0,15,12,16,11,10,11,16,4,12,4,12,12,13,15,15,14,5,11,12,12,12,14,7,12,10,13,7,12,3,3,9,4,13,11,9,11,,6.93,31 (1),Not set,- - -,32,0,England,542.0,31.890485968514717,0.10951403148528405,4.0,433.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mohamed-Ali Cho,30,72,Fairly Determined,5470,11.25,2036-06-30,41000.0,1.5,England (Sky Bet Championship),Sky Bet Championship,2034-08-31,32.5,6,12,12,13,12,12,12,10,12,11,10,12,10,15,15,13,13,15,14,12,13,15,8,13,12,16,11,9,4,8,8,8,13,12,9,11,,6.93,1 (15),Not set,- - -,16,0,England,542.0,29.652292950034223,0.34770704996577684,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sam Greenwood,32,71,Balanced,6259,1.1,2035-06-30,57000.0,1.5,England (Premier Division),English Premier Division,2033-03-25,3.7,14,12,12,13,11,9,13,10,13,8,11,12,13,14,11,12,9,11,11,8,13,12,12,11,14,12,8,11,2,7,13,9,15,13,13,11,Wnt,6.57,0 (11),Listed,- - -,11,1,England,176.0,30.217659137577,1.782340862422998,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Armando Broja,33,75,Fairly Professional,7492,6.65,2035-06-30,115000.0,46.0,Portugal (Premier League),Portuguese Premier League,2034-07-11,60.0,14,15,11,16,10,14,14,12,15,8,12,12,13,12,13,14,15,14,10,12,16,15,7,14,15,13,11,8,6,5,6,8,14,9,13,9,Inj,6.97,9 (14),Not set,- - -,23,0,Portugal,176.0,32.51266255989049,0.487337440109514,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Liam Delap,31,73,Fairly Determined,5925,,2036-06-30,89000.0,6.25,England (Premier Division),English Premier Division,2034-03-29,20.0,16,14,13,14,12,13,14,8,15,9,11,10,15,16,14,14,15,15,13,13,15,15,4,13,14,13,11,12,9,7,7,8,13,12,13,9,,6.98,21,Not set,- - -,21,0,England,542.0,30.227926078028748,0.7720739219712526,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
