Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_DR Congo,Country_Denmark,Country_England,Country_Finland,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Mauro González,23,73,Fairly Determined,3298,1.1022500000000002,2036-12-31,3000.0,0.625,Argentina (Second Division),Argentine Second Division,2033-12-17,0.5,12,12,7,14,6,13,14,16,15,4,11,14,10,15,16,10,13,14,12,12,17,12,6,12,7,13,10,6,2,4,5,3,12,12,6,8,,-,-,Not set,- - -,0,0,Argentina,726.0,21.94866529774127,1.051334702258727,4.0,439.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lorenzo Brini,20,72,Perfectionist,3293,15.25,2039-06-30,36500.0,1.3,Italy (Serie A),Italian Serie A,2034-12-09,0.95,19,13,8,17,11,14,7,9,10,14,12,16,10,17,13,19,10,15,11,14,13,14,7,9,8,16,10,11,7,12,9,12,15,13,8,9,,6.50,2 (22),Not set,- - -,24,0,Italy,1637.0,19.926078028747433,0.07392197125256673,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oumar Ngom,30,72,Fairly Determined,3287,0.8250000000000001,2035-06-30,4300.0,0.9,Italy (Serie B),Italian Serie B,2033-08-26,1.2,7,12,10,11,9,12,13,9,12,11,12,12,11,15,10,10,14,12,12,13,12,13,4,9,9,13,7,10,3,10,3,10,15,14,4,6,,6.68,7 (7),Not set,- - -,14,0,Italy,176.0,28.639288158795345,1.3607118412046544,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Etienne Camara,31,75,Balanced,3284,0.375,2035-06-30,6750.0,,Italy (Serie B),Italian Serie B,2033-05-20,2.0,11,12,13,14,13,13,7,11,12,13,13,12,12,14,11,9,14,11,13,11,13,12,5,10,5,12,8,5,6,12,5,12,12,11,5,8,Wnt,6.88,17,Listed,- - -,17,1,Italy,176.0,29.3709787816564,1.6290212183436004,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dany Angulo,28,66,Fairly Determined,3279,3.2,2037-12-31,8250.0,0.35,Brazil (First Division),Brazilian National First Division,2034-12-31,3.0,8,11,8,10,9,16,7,9,11,14,8,14,12,15,15,11,5,15,11,5,16,15,4,7,7,14,8,10,3,10,4,13,14,11,3,7,,-,-,Not set,- - -,0,0,Brazil,1091.0,27.98631074606434,0.013689253935660506,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jake Garrett,31,74,Fairly Professional,3278,1.45,2036-06-30,2800.0,,England (Sky Bet League One),Sky Bet League One,2032-07-10,1.3,15,12,14,11,11,11,10,9,11,12,15,11,15,14,12,12,12,11,12,12,15,11,9,10,9,12,8,9,4,11,10,12,13,12,9,9,,6.98,29,Not set,- - -,29,0,England,542.0,28.51129363449692,2.48870636550308,4.0,433.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tiago Serrago,30,69,Balanced,3277,1.55,2037-12-31,2000.0,1.1,Norway (First Division),Norwegian First Division,2034-12-14,0.925,15,11,10,12,11,15,14,7,10,11,9,15,13,10,11,9,8,10,8,8,15,13,10,12,12,11,10,12,7,8,8,13,14,11,7,10,,6.90,31 (2),Not set,- - -,33,0,Norway,1091.0,29.939767282683093,0.06023271731690623,3.0,441.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Remco Springer,26,67,Fairly Professional,3275,4.8,2038-06-30,7500.0,3.1,Netherlands (Eredivisie),Eredivisie,2033-12-22,2.5,11,15,10,13,10,14,15,11,13,8,12,13,12,13,14,14,4,14,12,12,18,13,5,11,8,13,5,11,5,7,7,8,15,13,8,7,,6.78,20,Not set,- - -,20,0,Netherlands,1272.0,24.962354551676935,1.0376454483230664,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Danilo Zezza,26,71,Mercenary,3268,1.045,2035-06-30,19250.0,0.975,Italy (Serie B),Italian Serie B,2033-07-20,0.75,17,13,13,9,12,11,8,8,12,14,15,12,12,15,13,17,12,14,16,14,15,12,10,10,8,11,8,10,4,10,8,12,10,13,4,10,,6.98,16,Not set,- - -,16,0,Italy,176.0,24.53798767967146,1.462012320328542,2.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Will Denby,24,72,Fickle,3268,6.699999999999999,2035-06-30,5500.0,2.9,England (Premier Division),English Premier Division,2033-06-28,2.9,12,14,4,12,10,14,11,16,12,11,12,9,15,15,14,16,13,15,17,13,16,15,8,10,7,10,6,11,2,13,10,8,15,14,5,8,,6.77,9 (12),Not set,- - -,21,0,England,176.0,22.477754962354553,1.5222450376454484,2.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luigi Gasperi,23,72,Model Professional,3266,3.6999999999999997,2036-06-30,22000.0,0.0,Italy (Serie A),Italian Serie A,2031-06-04,0.725,15,10,16,14,10,13,8,3,12,13,12,16,14,15,12,13,13,11,13,12,12,12,6,12,9,11,9,11,2,7,10,9,16,13,8,10,,6.80,12 (4),Not set,- - -,16,0,Italy,542.0,19.410677618069816,3.589322381930185,5.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luca Belardinelli,33,75,Fairly Determined,3265,0.1875,2035-06-30,4800.0,,Italy (Serie B),Italian Serie B,2034-07-13,1.9,10,13,12,13,11,12,12,13,11,11,12,13,12,15,8,12,13,9,8,9,13,7,11,10,10,12,11,11,7,11,11,12,12,13,10,11,,6.85,15 (3),Not set,- - -,18,0,Italy,176.0,32.51813826146475,0.48186173853524983,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Talles Costa,32,67,Balanced,3257,0.0325,2035-12-31,400.0,,Norway (First Division),Norwegian First Division,2034-11-19,4.2,9,12,9,13,11,12,12,9,12,12,13,15,10,11,12,10,7,10,8,8,13,12,7,11,6,13,9,9,1,9,8,10,12,13,8,9,,6.88,31,Not set,- - -,31,0,Norway,360.0,31.871321013004792,0.12867898699520877,3.0,441.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jahrnell Wijngaarde,28,70,Balanced,3246,5.25,2037-06-30,18500.0,1.5,Belgium (Jupiler Pro League),Jupiler Pro League,2034-09-06,8.25,14,11,6,9,10,14,15,7,13,10,9,14,10,11,17,13,4,13,13,9,13,13,8,15,8,14,9,10,6,6,6,9,15,14,6,14,,7.29,2 (7),Not set,- - -,9,0,Belgium,907.0,27.668720054757017,0.33127994524298426,3.0,491.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andrea Hodel,23,69,Fairly Professional,3245,0.6599999999999999,2035-06-30,16250.0,1.8,Italy (Serie A),Italian Serie A,2030-08-16,0.525,17,12,6,12,9,12,15,10,11,8,10,10,14,13,15,11,9,14,13,10,15,14,8,13,10,11,6,9,1,6,6,3,14,13,2,13,Wnt,-,-,Not set,- - -,0,0,Italy,176.0,18.61122518822724,4.388774811772758,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zino Sneijer,28,70,Fairly Determined,3241,5.65,2037-06-30,9750.0,2.3,England (Sky Bet Championship),Sky Bet Championship,2034-06-30,2.8,15,15,8,13,10,15,6,11,9,11,9,16,13,15,15,11,6,13,13,10,16,15,6,9,7,15,7,11,1,10,6,10,14,16,3,6,,6.78,4 (23),Not set,- - -,27,0,England,907.0,27.482546201232033,0.5174537987679672,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ewan Simpson,28,73,Fairly Professional,3237,7.8,2036-06-30,18750.0,1.3,England (Sky Bet Championship),Sky Bet Championship,2032-05-15,1.4,14,14,9,14,9,15,14,10,16,9,11,15,12,11,13,11,14,12,10,11,12,11,9,13,10,15,6,13,4,8,6,8,14,15,4,7,Wnt,6.64,5 (2),By request,- - -,7,1,England,542.0,25.357973990417523,2.642026009582478,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yanis Catteau,25,69,Resolute,3237,2.8375,2037-06-30,22500.0,3.0,Germany (Bundesliga),Bundesliga,2033-07-09,2.6,13,12,18,9,13,12,9,14,10,10,9,13,13,15,14,11,6,13,17,15,16,15,6,9,5,12,11,9,3,10,10,12,15,12,5,7,,6.61,2 (12),Not set,- - -,14,0,Germany,907.0,23.507871321013006,1.4921286789869952,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aybars Akın,25,71,Fairly Professional,3237,2.5,2038-06-30,12750.0,6.5,Germany (Bundesliga),Bundesliga,2033-08-04,5.5,11,11,8,14,13,16,12,8,14,10,16,16,15,11,9,16,12,11,15,11,16,12,6,9,5,12,4,7,1,10,3,12,12,14,2,6,Wnt,7.00,2 (1),Listed,- - -,3,1,Germany,1272.0,23.579055441478438,1.4209445585215605,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aljoša Vasić,32,74,Fairly Determined,3233,0.1925,2035-12-31,1500.0,,Norway (Premier Division),Norwegian Premier Division,2033-10-05,1.9,11,12,9,12,11,12,11,6,13,9,13,12,10,15,11,11,13,9,10,7,12,11,7,11,10,12,9,11,6,11,5,6,13,12,7,11,,6.57,0 (6),Not set,- - -,6,0,Norway,360.0,30.748802190280628,1.2511978097193703,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Roberto Colombo,24,69,Perfectionist,3233,1.3199999999999998,2037-06-30,24500.0,2.9,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-06-30,2.9,8,13,10,13,10,16,20,10,14,9,11,11,13,15,15,13,5,11,13,12,13,11,8,14,12,13,11,13,6,8,9,5,16,14,9,8,,6.60,0 (1),Not set,- - -,1,0,France,907.0,21.4839151266256,2.516084873374401,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Javi Villar,31,74,Fairly Determined,3228,1.35,2036-06-30,6250.0,,Spain (Spanish Federation 1A),Spanish Federation First Division A,2034-07-06,0.925,12,14,10,10,13,16,15,2,8,14,11,12,12,16,10,9,16,10,10,8,12,11,10,4,9,14,7,14,5,9,9,14,13,12,4,4,,7.07,18,Not set,- - -,18,0,Spain,542.0,30.498973305954827,0.5010266940451745,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ollie Harrison,27,75,Driven,3228,2.6625,2036-06-30,16250.0,1.6,England (Sky Bet Championship),Sky Bet Championship,2034-07-13,2.4,15,12,10,14,6,12,11,7,13,10,14,14,13,18,12,15,17,13,13,12,13,15,7,9,11,12,6,14,6,11,4,9,15,12,4,9,,6.75,15 (8),Not set,- - -,23,0,England,542.0,26.51813826146475,0.48186173853524983,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joshua Nijssen,24,72,Resolute,3227,6.3,2037-06-30,8000.0,3.3,England (Sky Bet Championship),Sky Bet Championship,2034-09-01,4.4,9,13,14,13,8,13,11,7,12,8,11,14,13,15,12,13,14,13,12,10,13,14,4,11,5,13,6,8,5,9,7,9,15,15,4,6,,6.52,1 (15),Not set,- - -,16,0,England,907.0,23.655030800821354,0.34496919917864477,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Juan Mora,22,69,Driven,3222,1.9,2036-06-30,7000.0,1.3,Portugal (Portuguese Third Division),Portuguese Third Division,2033-07-14,0.875,9,11,8,13,11,13,11,5,12,12,13,16,12,20,9,13,6,12,12,11,17,13,5,9,6,16,6,12,1,10,4,7,15,13,3,5,Bid,6.35,2,Not set,- - -,2,0,Portugal,542.0,20.521560574948666,1.4784394250513346,4.0,410.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
André Gomes,28,70,Fairly Professional,3221,6.7,2037-12-31,9500.0,3.1,U.S.A. (MLS),Major League Soccer,2034-08-09,4.1,8,12,8,14,11,15,15,12,15,12,12,15,11,14,15,15,6,13,11,12,14,15,13,13,8,15,7,11,3,11,12,8,14,14,10,9,,-,-,Not set,- - -,0,0,U.S.A.,1091.0,27.592060232717316,0.4079397672826831,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Adam Ågren,22,69,Determined,3217,0.88,2036-11-30,2900.0,1.2,Sweden (Premier Division),Swedish Premier Division,2033-03-28,0.9,10,10,7,9,9,12,12,11,13,7,13,12,10,19,18,12,5,14,12,10,11,15,5,10,7,9,8,10,6,3,1,6,13,13,3,10,Wnt,-,-,Not set,- - -,0,0,Sweden,695.0,20.2258726899384,1.7741273100616017,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Kevin Sessa,34,69,Fairly Ambitious,3213,0.0135,2035-06-30,4000.0,,Germany (3. Liga),3. Liga,2033-07-11,1.3,13,9,13,9,11,10,13,4,10,10,12,12,14,13,9,7,6,11,8,9,13,8,12,9,8,11,6,8,12,10,11,11,13,12,10,9,,6.94,21,Not set,- - -,21,0,Germany,176.0,32.51334702258727,1.486652977412731,4.0,408.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chris Rutherford,22,75,Fairly Professional,3206,15.25,2038-06-30,18500.0,1.8,England (Premier Division),English Premier Division,2033-07-07,1.5,10,15,12,13,9,13,14,8,12,10,13,13,12,11,16,15,17,15,15,14,16,14,4,11,8,11,8,11,7,10,5,10,15,13,4,7,,6.50,1 (3),Not set,- - -,4,0,England,1272.0,20.50239561943874,1.4976043805612593,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jakob Eisfeld,26,67,Fairly Determined,3205,4.6,2037-06-30,25500.0,3.1,Spain (First Division),Spanish First Division,2033-07-16,2.5,15,12,11,13,8,13,15,10,13,7,10,17,12,15,15,14,3,13,13,10,11,11,6,12,8,12,7,10,3,7,9,5,15,14,3,9,Wnt,6.55,0 (4),Listed,- - -,4,1,Spain,907.0,24.527036276522928,1.4729637234770705,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Henrique Arreiol,29,74,Fairly Determined,3203,2.8000000000000003,2036-12-31,9250.0,1.0,U.S.A. (MLS),Major League Soccer,2034-04-27,1.4,8,14,9,14,13,13,10,10,11,14,12,13,13,15,12,15,15,13,13,12,13,14,4,11,5,13,9,8,4,13,3,12,13,14,8,6,,-,-,Not set,- - -,0,0,U.S.A.,726.0,28.307323750855577,0.6926762491444216,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pedro Farina,22,69,Spirited,3201,22.75,2036-06-30,29000.0,9.25,England (Premier Division),English Premier Division,2033-07-29,5.5,7,13,11,12,12,15,15,8,12,12,12,11,12,11,14,11,7,13,16,10,13,12,6,13,5,16,9,9,5,7,4,11,15,16,6,5,Loa,-,-,Not set,- - -,0,0,England,542.0,20.562628336755647,1.4373716632443532,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
