Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_China,Country_Colombia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Italy,Country_Ivory Coast,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Kofi Amoako,29,73,Fairly Determined,3464,1.6949999999999998,2036-06-30,16500.0,2.1,Germany (Bundesliga 2),Bundesliga 2,2034-02-01,2.0,13,13,13,11,13,11,11,12,9,13,11,12,14,16,13,13,15,13,13,12,16,12,3,11,6,11,10,8,5,12,7,12,11,12,9,6,,8.30,1 (1),Not set,- - -,2,0,Germany,542.0,28.07460643394935,0.9253935660506503,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Osmar,25,71,Fairly Determined,3463,0.20500000000000002,2035-06-30,2900.0,0.5,Colombia (First Division),Colombian First Division,2033-07-29,0.5,11,12,9,12,10,12,9,11,13,12,15,12,15,15,15,13,12,14,13,12,15,11,7,8,5,12,13,12,9,7,8,8,15,11,3,7,,6.93,22 (1),Not set,- - -,23,0,Colombia,176.0,23.562628336755647,1.4373716632443532,4.0,469.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
José Galán,26,71,Balanced,3456,2.9,2038-06-30,16500.0,0.575,Spain (Second Division),Spanish Second Division,2033-08-02,0.525,14,14,9,13,17,16,12,12,9,14,14,13,15,13,13,14,11,11,15,12,13,11,6,7,4,12,6,6,1,13,8,13,14,12,1,3,Wnt,6.87,19 (1),Not set,- - -,20,0,Spain,1272.0,24.573579739904176,1.4264202600958247,3.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Reda Belahyane,30,67,Fairly Professional,3449,5.6,2037-06-30,1900.0,,Portugal (Premier League),Portuguese Premier League,2032-01-11,1.5,10,13,9,12,12,13,12,11,14,15,12,13,12,14,12,11,6,12,13,12,12,14,10,11,6,13,6,9,5,12,6,12,14,13,7,10,,7.03,8,Not set,- - -,8,0,Portugal,907.0,27.01574264202601,2.9842573579739904,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Javier Caballero,25,69,Balanced,3433,5.7,2037-06-30,9250.0,1.6,Portugal (Premier League),Portuguese Premier League,2033-07-19,2.7,9,14,14,11,12,16,8,15,8,13,9,12,11,13,13,17,9,14,14,13,12,13,3,7,2,10,9,11,5,12,4,13,12,14,3,5,,6.95,26,Not set,- - -,26,0,Portugal,907.0,23.535249828884325,1.4647501711156743,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hugo Sotelo,31,73,Balanced,3433,,2037-06-30,5500.0,,Spain (Second Division),Spanish Second Division,2034-07-01,2.2,11,13,11,15,12,12,13,8,12,12,14,14,12,8,12,13,13,10,11,11,12,11,12,11,6,13,9,9,7,11,9,12,15,14,5,12,,6.92,9 (2),Not set,- - -,11,0,Spain,907.0,30.485284052019164,0.5147159479808351,3.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Simone De Angelis,24,74,Professional,3429,0.9349999999999999,2037-06-30,6500.0,1.1,Italy (Serie B),Italian Serie B,2033-07-01,5.25,8,12,15,13,15,12,4,12,11,15,12,12,14,11,12,11,16,9,13,12,13,12,2,9,6,10,9,7,6,12,8,12,16,10,5,6,,6.78,19,Not set,- - -,19,0,Italy,907.0,22.48596851471595,1.514031485284052,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Timo Zaal,30,72,Fairly Professional,3424,3.625,2037-06-30,17750.0,4.1,Spain (First Division),Spanish First Division,2034-07-23,5.25,12,11,11,11,15,15,7,12,10,13,12,11,12,13,13,13,13,12,12,11,16,12,6,4,8,12,11,11,1,12,7,12,9,11,3,8,,6.81,7 (1),Not set,- - -,8,0,Spain,907.0,29.54551676933607,0.4544832306639288,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sondre Granaas,28,70,Resolute,3412,2.1550000000000002,2036-12-31,6250.0,0.75,Norway (Premier Division),Norwegian Premier Division,2034-01-13,0.75,9,14,9,15,12,13,13,12,14,13,12,17,12,16,14,13,5,12,12,9,14,12,11,10,5,13,8,6,6,9,5,9,13,14,9,9,Wnt,6.62,9 (24),Not set,- - -,33,0,Norway,726.0,27.02258726899384,0.9774127310061602,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stian André Kallhovd Hansen,20,72,Fairly Determined,3411,8.2,2038-06-30,11750.0,9.5,Portugal (Premier League),Portuguese Premier League,2033-09-01,7.25,16,11,15,11,10,12,9,9,10,13,15,12,16,15,12,16,13,13,16,13,13,13,9,11,9,11,6,10,7,12,6,13,13,16,8,8,,6.74,13 (12),Not set,- - -,25,0,Portugal,1272.0,18.65571526351814,1.3442847364818618,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Alex Matos,30,69,Resolute,3406,1.155,2036-06-30,11750.0,5.25,Belgium (Jupiler Pro League),Jupiler Pro League,2033-01-27,7.5,15,13,11,11,10,13,11,11,12,13,14,10,17,15,14,12,6,16,15,13,13,16,5,9,8,10,8,8,1,12,4,12,11,10,7,9,,6.75,1 (10),Not set,- - -,11,0,Belgium,542.0,28.06160164271047,1.9383983572895278,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aziz Ouattara,34,75,Balanced,3404,0.1775,2035-06-30,7000.0,2.2,Ivory Coast (Ivorian Ligue 1),Ivorian Ligue 1,2033-01-08,4.3,13,12,13,10,13,11,8,8,11,11,13,10,10,13,7,10,15,10,9,8,15,8,4,5,8,10,13,7,8,11,5,12,10,11,7,10,,7.06,19,Not set,- - -,19,0,Ivory Coast,176.0,32.00958247775496,1.9904175222450375,3.0,345.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manuel De Luca,23,69,Professional,3402,0.32999999999999996,2035-06-30,7250.0,1.0,Portugal (Portuguese Third Division),Portuguese Third Division,2032-02-02,0.8,15,13,8,11,12,14,10,15,6,14,15,17,15,15,13,10,6,10,13,12,12,13,5,8,2,13,14,9,3,11,7,8,15,13,5,8,Wnt,6.69,16,Not set,- - -,16,0,Portugal,176.0,20.075975359342916,2.924024640657084,4.0,410.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Íñigo Salinas,26,71,Fairly Professional,3401,7.3,2036-06-30,8250.0,3.8,Spain (Second Division),Spanish Second Division,2034-08-09,5.5,14,14,18,12,10,15,13,16,11,13,10,17,14,14,14,14,10,12,14,12,14,11,2,11,5,12,6,12,6,8,3,11,16,14,2,7,,6.96,21,Not set,- - -,21,0,Spain,542.0,25.592060232717316,0.4079397672826831,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mick Brown,26,72,Resolute,3397,7.1,2037-06-30,35000.0,4.6,England (Premier Division),English Premier Division,2033-09-01,12.25,9,14,17,12,14,15,10,7,8,14,12,13,11,15,15,16,13,13,16,13,13,12,7,11,7,12,7,11,5,11,7,12,16,15,5,7,,6.50,0 (1),Not set,- - -,1,0,England,907.0,24.65571526351814,1.3442847364818618,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Darin Brivio,24,73,Fairly Professional,3394,8.8,2037-06-30,12750.0,0.8,England (Sky Bet Championship),Sky Bet Championship,2033-03-03,0.625,20,16,12,10,13,13,14,9,12,12,15,11,14,6,14,13,14,12,16,12,13,11,9,10,7,11,7,8,5,11,10,13,15,13,4,7,Wnt,6.86,26,Not set,- - -,26,0,England,907.0,22.157426420260094,1.842573579739904,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Angelo Talia,31,69,Balanced,3393,0.0,,,,Italy (Serie D Grp. B),Italian Serie D Grp. B,2029-11-08,0.725,9,11,10,9,10,11,7,10,10,10,12,12,10,11,9,10,5,8,8,8,9,9,4,8,5,11,6,11,3,5,4,5,10,9,5,6,Inj,7.11,24,Not set,- - -,24,0,Italy,,25.84188911704312,5.158110882956879,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Danilo,24,73,Spirited,3378,1.575,2036-12-31,3600.0,2.4,Brazil (First Division),Brazilian National First Division,2033-01-21,1.9,10,14,16,10,13,14,4,8,7,14,11,12,14,14,12,13,15,11,15,14,11,12,3,7,5,9,8,12,3,12,3,15,13,10,4,8,,-,-,Not set,- - -,0,0,Brazil,726.0,22.04517453798768,1.9548254620123204,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yiandro Raap,28,71,Fairly Determined,3376,5.8,2038-06-30,18750.0,5.25,Belgium (Jupiler Pro League),Jupiler Pro League,2034-09-12,4.3,8,14,10,8,13,11,7,8,8,14,12,11,13,15,14,12,12,15,10,12,13,13,4,6,7,13,10,7,2,13,7,14,8,15,5,6,Inj,6.70,6 (6),Not set,- - -,12,0,Belgium,1272.0,27.685147159479808,0.31485284052019163,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Cazorla,26,72,Perfectionist,3366,2.7375000000000003,2036-06-30,6250.0,0.22,Spain (Second Division),Spanish Second Division,2032-08-09,0.725,12,9,7,14,9,14,15,14,16,10,9,13,10,15,16,11,12,14,13,13,14,12,8,11,8,11,5,10,1,11,9,6,14,14,5,8,,6.67,16,Not set,- - -,16,0,Spain,542.0,23.593429158110883,2.406570841889117,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Emir Derviskadic,30,68,Resolute,3366,1.045,2036-06-30,12500.0,1.2,Spain (Second Division),Spanish Second Division,2031-07-31,2.6,9,15,7,13,11,14,10,8,13,14,12,9,13,16,16,12,4,14,15,7,13,15,10,13,6,12,6,12,4,13,10,12,14,13,5,8,Ask,6.92,3 (7),Not set,- - -,10,0,Spain,542.0,26.566735112936346,3.433264887063655,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Thuto Mojanaga,27,74,Fairly Determined,3357,6.6,2037-06-30,25500.0,4.9,France (Ligue 2 BKT),Ligue 2 BKT,2034-06-19,8.25,14,13,10,10,13,15,7,5,9,15,10,10,11,15,14,12,17,13,12,12,13,14,6,6,3,14,8,5,8,12,6,12,9,12,1,10,Wnt,6.94,14,Not set,- - -,14,0,France,907.0,26.45242984257358,0.5475701574264202,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Metehan Yılmaz,34,71,Balanced,3354,0.007,2035-06-30,850.0,,Türkiye (2. League Red Group),Turkish 2. League Red Group,2033-05-24,1.6,15,12,11,12,12,12,12,13,8,13,12,13,14,12,7,11,12,6,7,8,13,5,6,8,7,12,9,8,5,12,5,12,12,13,9,10,,6.94,19,Not set,- - -,19,0,Türkiye,176.0,32.38193018480493,1.6180698151950719,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
César Barrero,22,71,Fairly Determined,3349,1.155,2037-06-30,12250.0,0.75,Italy (Serie A),Italian Serie A,2034-09-01,0.75,10,15,17,9,11,12,2,13,8,14,15,11,16,15,16,16,11,14,13,13,13,11,7,7,5,7,9,6,6,13,8,16,12,8,3,6,nEU,-,-,Not set,- - -,0,0,Italy,907.0,21.655030800821354,0.34496919917864477,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicholas Engemann,22,70,Professional,3342,2.515,2038-06-30,17500.0,0.7,Germany (Bundesliga 2),Bundesliga 2,2034-07-09,0.55,10,14,16,10,15,12,13,11,10,13,12,14,13,14,15,10,11,15,13,13,18,11,7,9,10,9,9,10,1,13,6,15,13,10,3,9,,6.60,18,Not set,- - -,18,0,Germany,1272.0,21.50718685831622,0.4928131416837782,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manuel Martínez,28,72,Fairly Professional,3337,2.65,2036-06-30,1400.0,0.195,Portugal (Second League),Portuguese Second League,2032-01-19,0.55,12,14,8,12,7,13,6,12,8,12,9,16,8,7,12,11,12,13,8,9,8,15,2,6,6,16,7,11,1,10,5,12,14,15,5,4,Wnt,6.89,18,Not set,- - -,18,0,Portugal,542.0,25.037645448323065,2.9623545516769334,4.0,430.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Juan Pablo Córdoba,31,70,Balanced,3336,0.275,2035-12-31,3900.0,1.2,Argentina (Premier Division),Argentine Premier Division,2031-12-10,7.0,10,15,10,7,15,14,6,9,9,14,10,9,12,5,9,9,9,10,11,11,12,10,4,9,3,11,9,9,4,13,5,12,9,10,5,2,,-,-,Not set,- - -,0,0,Argentina,360.0,27.928131416837783,3.0718685831622174,3.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Otávio Augusto,23,70,Professional,3333,0.6050000000000001,2036-12-31,6750.0,1.8,Brazil (First Division),Brazilian National First Division,2033-01-19,1.6,15,14,10,14,9,15,12,12,13,8,8,13,13,17,16,10,4,14,12,11,14,14,7,12,6,13,14,9,5,7,7,4,16,14,4,5,,-,-,Not set,- - -,0,0,Brazil,726.0,21.039698836413415,1.9603011635865846,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zico Buurmeester,32,72,Balanced,3331,0.08299999999999999,2035-06-30,2800.0,0.105,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-08-29,0.675,5,12,6,13,10,14,13,6,13,7,12,14,12,14,11,12,12,10,11,10,13,10,5,10,6,12,5,11,4,7,9,5,12,13,9,7,,6.55,0 (12),Not set,- - -,12,0,Netherlands,176.0,30.647501711156742,1.352498288843258,3.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mohamed Kaba,33,73,Fairly Determined,3324,0.016,2035-06-30,39000.0,5.25,England (Sky Bet Championship),Sky Bet Championship,2033-05-30,10.0,13,13,14,13,14,12,11,10,12,13,12,12,13,15,12,13,13,11,13,14,16,13,8,11,11,14,12,12,3,12,8,13,13,14,7,11,Wnt,6.70,1 (5),Listed,- - -,6,1,England,176.0,31.39835728952772,1.6016427104722792,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Javi Serra,26,69,Fairly Ambitious,3321,2.6125000000000003,2036-12-31,3000.0,0.625,Norway (Premier Division),Norwegian Premier Division,2033-06-30,0.575,17,13,18,12,16,12,8,7,8,11,12,12,12,11,15,13,9,12,16,13,12,11,9,8,10,10,5,8,1,12,5,11,12,11,2,9,,6.77,33 (5),Not set,- - -,38,0,Norway,726.0,24.483230663928815,1.516769336071184,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anthony Jordan,26,70,Jovial,3319,4.55,2037-12-31,7250.0,2.3,Brazil (First Division),Brazilian National First Division,2034-12-13,1.8,12,14,19,11,12,12,9,6,9,13,16,13,13,17,13,12,7,12,15,14,14,14,3,8,6,9,8,8,7,12,4,12,9,11,4,8,,-,-,Not set,- - -,0,0,Brazil,1091.0,25.93702943189596,0.06297056810403832,3.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heleno,25,75,Driven,3318,3.6,2037-12-31,5500.0,1.5,Brazil (Second Division),Brazilian National Second Division,2034-06-26,3.5,12,14,13,8,16,12,8,5,8,12,12,11,12,18,13,14,19,13,15,14,14,12,4,7,4,10,4,8,8,12,5,13,14,9,3,6,,-,-,Not set,- - -,0,0,Brazil,1091.0,24.471594798083505,0.5284052019164955,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enes Karakaş,31,67,Perfectionist,3317,0.495,2035-06-30,4500.0,0.925,Spain (Second Division),Spanish Second Division,2033-06-07,0.975,12,12,10,13,10,12,13,9,12,11,12,15,12,15,12,13,7,12,12,10,12,14,7,9,7,12,6,9,1,8,8,9,12,13,6,8,,6.85,6 (4),Not set,- - -,10,0,Spain,176.0,29.420260095824776,1.5797399041752225,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
