Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Angola,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_Denmark,Country_Ecuador,Country_England,Country_Eq. Guinea,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Ivory Coast,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_N.Ireland,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Tunisia,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_Uruguay,Country_Venezuela,Country_nan
Nacho Martín,32,69,Balanced,3894,0.137,2035-06-30,5250.0,0.215,Spain (Spanish Federation 1A),Spanish Federation First Division A,2033-05-08,1.4,5,12,10,11,11,12,7,8,9,14,16,14,12,12,9,10,7,8,10,8,13,9,6,10,8,13,8,9,6,11,6,11,14,15,9,7,,6.93,18,Not set,- - -,18,0,Spain,176.0,30.338124572210816,1.6618754277891854,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Israel Reyes,34,71,Balanced,6750,0.137,2035-06-30,55000.0,7.5,U.A.E. (Pro League),UAE Professional League,2033-01-09,14.75,15,16,14,12,14,13,7,12,10,13,12,12,12,13,7,10,11,8,6,6,14,6,7,7,5,14,16,7,11,16,5,16,13,13,9,7,,6.80,14 (2),Not set,- - -,16,0,U.A.E.,176.0,32.012320328542096,1.9876796714579055,3.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Nicholas Bonfanti,32,70,Fairly Determined,3306,0.137,2035-06-30,6500.0,,Türkiye (Super League),Turkish Super League,2032-09-15,1.4,12,13,12,12,9,12,11,11,15,7,11,13,11,15,11,12,11,12,10,10,12,12,4,10,12,12,13,9,2,4,5,5,13,10,8,4,,6.55,0 (4),Not set,- - -,4,0,Türkiye,176.0,29.694729637234772,2.305270362765229,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Adrián Ojeda,26,75,Unambitious,2055,0.137,2035-06-30,375.0,,France (National 2 - C),French National 2 - C,2034-05-05,0.5,12,9,14,10,12,13,7,13,6,12,9,8,11,15,12,13,14,10,11,12,14,10,2,7,4,7,11,10,10,12,1,11,11,6,4,5,,6.92,9,Not set,- - -,9,0,France,176.0,25.329226557152634,0.6707734428473648,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nelson Alves,26,72,Fairly Determined,2348,0.132,2036-06-30,2600.0,1.3,Spain (Second Division),Spanish Second Division,2034-04-03,1.0,6,12,13,10,13,16,1,12,2,11,5,12,5,17,12,14,14,8,7,8,12,7,3,1,3,3,1,1,1,3,3,1,6,9,1,2,,-,-,Not set,- - -,0,0,Spain,542.0,25.241615331964407,0.758384668035592,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Simone Giordano,33,72,Balanced,4500,0.132,2035-11-30,14000.0,1.1,Sweden (Premier Division),Swedish Premier Division,2031-09-05,1.0,10,14,12,13,14,13,10,9,12,13,13,13,13,10,10,11,9,10,13,10,10,11,12,9,7,12,10,9,12,13,12,12,12,13,9,12,,-,-,Not set,- - -,0,0,Sweden,329.0,29.6652977412731,3.3347022587268995,3.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Callum Hudson-Odoi,34,72,Fairly Ambitious,7515,0.132,2035-06-30,15000.0,,Greece (Super League 1),Greek Super League 1,2034-07-01,35.0,7,12,8,12,9,12,16,4,14,7,10,15,11,10,10,11,11,8,8,3,13,9,13,11,9,15,6,7,5,7,13,7,15,14,10,14,Ret,6.45,17,Not set,- - -,17,0,Greece,176.0,33.48528405201917,0.5147159479808351,4.0,481.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ryan Trevitt,31,70,Resolute,2850,0.132,2036-06-30,2800.0,0.575,England (Sky Bet League One),Sky Bet League One,2034-02-26,0.55,11,12,12,12,12,12,12,10,12,9,12,12,13,15,12,11,8,11,12,9,12,12,11,10,10,12,8,12,7,7,11,9,12,11,9,11,,6.78,9 (17),Not set,- - -,26,0,England,542.0,30.143052703627653,0.8569472963723477,4.0,433.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fisayo Dele-Bashiru,33,69,Fairly Professional,4476,0.132,2035-06-30,3000.0,,Nigeria (Premier League),Nigerian Premier League,2031-07-12,0.975,10,9,13,11,7,10,12,8,11,8,12,9,11,13,9,10,6,9,9,9,13,11,8,10,7,10,5,13,4,5,4,8,11,12,9,7,,6.25,25,Not set,- - -,25,0,Nigeria,176.0,29.514715947980836,3.485284052019165,4.0,396.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henning Matriciani,34,74,Professional,6086,0.132,2035-06-30,28000.0,3.6,Germany (Bundesliga),Bundesliga,2032-10-09,3.6,11,12,17,10,13,12,9,9,9,13,16,9,16,18,11,13,13,13,12,12,18,10,5,9,7,9,11,6,14,13,5,13,8,11,5,9,,6.63,0 (11),Not set,- - -,11,0,Germany,176.0,31.760438056125942,2.239561943874059,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nayel Mehssatou,32,64,Balanced,5720,0.132,2035-12-31,350.0,,Chile (First Division),Chilean First Division,2034-07-30,6.75,9,13,12,11,13,13,12,9,11,12,12,10,13,12,12,11,7,11,9,8,12,10,5,11,5,12,9,8,10,12,7,12,12,13,5,12,,-,-,Not set,- - -,0,0,Chile,360.0,31.564681724845997,0.4353182751540041,3.0,466.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cihad Güngör,24,70,Fairly Determined,2478,0.132,2036-06-30,1700.0,,Italy (Serie C/A),Italian Serie C/A,2034-11-09,0.675,10,12,8,10,5,10,14,3,10,4,14,6,8,15,11,12,4,10,11,9,10,13,6,13,15,9,10,8,2,3,9,1,11,5,4,6,,6.74,0 (7),Not set,- - -,7,0,Italy,542.0,23.84394250513347,0.15605749486652978,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vicente Poggi,32,67,Balanced,4890,0.127,2035-06-30,13500.0,,Mexico (First Division),Mexican First Division,2032-07-05,0.875,14,13,12,12,12,12,12,12,12,12,12,14,11,5,9,9,6,10,8,8,13,8,10,8,8,13,7,10,6,12,7,9,13,12,13,11,,6.73,23,Not set,- - -,23,0,Mexico,176.0,29.49760438056126,2.5023956194387407,3.0,489.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charlie McNeill,31,72,Balanced,3498,0.127,2035-11-30,900.0,,Ireland (First Division),Irish First Division,2033-11-30,0.75,12,12,10,12,7,11,13,5,13,3,13,8,11,12,7,9,11,11,10,9,11,11,4,6,12,12,5,8,1,3,4,2,13,11,4,10,,-,-,Not set,- - -,0,0,Ireland,329.0,29.902121834360027,1.0978781656399725,3.0,230.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alejandro Cantero,34,72,Balanced,4950,0.024,2036-06-30,25000.0,4.4,Spain (First Division),Spanish First Division,2034-05-30,3.6,13,12,12,13,12,12,14,7,14,8,12,11,12,12,9,9,10,9,8,7,13,10,7,10,12,12,8,10,6,5,7,6,12,11,9,11,Lst,6.53,0 (10),Listed,- - -,10,1,Spain,542.0,33.397672826830934,0.6023271731690623,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Alessandro Troiani,22,70,Realist,2764,1.4109999999999998,2037-06-30,7500.0,1.6,Italy (Serie A),Italian Serie A,2033-06-30,1.7,9,10,10,7,7,11,18,7,12,6,10,11,11,11,15,11,6,14,15,11,11,14,8,11,14,12,5,6,3,2,12,1,14,12,6,14,,-,-,Not set,- - -,0,0,Italy,907.0,20.483230663928815,1.516769336071184,2.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antony,33,70,Balanced,5101,1.361,2035-12-31,22000.0,2.1,U.S.A. (MLS),Major League Soccer,2034-04-09,14.0,11,12,13,11,9,11,16,6,12,10,9,6,10,7,11,9,11,13,9,9,15,12,4,10,12,11,10,12,5,5,3,7,13,11,9,11,Ask,-,-,Not set,- - -,0,0,U.S.A.,360.0,32.2580424366872,0.7419575633127995,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Luiz Eduardo,26,69,Resolute,2767,0.126,2035-12-31,3600.0,1.3,Brazil (Second Division),Brazilian National Second Division,2033-01-31,1.0,8,13,9,13,8,12,16,5,13,5,13,12,9,16,15,12,7,15,12,10,9,14,6,15,14,11,10,4,1,5,11,2,15,7,7,6,,-,-,Not set,- - -,0,0,Brazil,360.0,24.072553045859,1.9274469541409993,4.0,446.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nikos Michelis,33,76,Fairly Professional,4516,0.126,2035-06-30,4600.0,2.1,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-03-08,2.1,13,13,13,11,13,12,7,11,6,13,12,10,12,14,9,12,15,12,10,10,15,10,6,7,6,12,12,8,7,13,6,12,12,12,7,6,Wnt,6.96,5 (7),Not set,- - -,12,0,Netherlands,176.0,31.171115674195757,1.8288843258042438,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tiago Almeida,33,67,Balanced,3878,0.126,2035-06-30,2900.0,0.115,Portugal (Second League),Portuguese Second League,2034-07-18,1.4,11,13,12,12,14,12,12,9,11,12,12,10,14,13,11,11,5,9,10,6,11,13,8,10,8,13,6,6,3,11,4,13,13,11,4,10,,6.40,1 (1),Not set,- - -,2,0,Portugal,176.0,32.53182751540041,0.4681724845995893,3.0,430.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santiago Rodríguez,34,66,Balanced,5608,0.126,2035-12-31,15750.0,0.0,U.S.A. (MLS),Major League Soccer,2034-12-06,3.6,11,13,7,12,10,16,17,10,14,11,12,15,10,6,9,8,5,8,6,3,12,9,13,6,12,15,7,8,5,5,16,5,17,15,10,12,,-,-,Not set,- - -,0,0,U.S.A.,360.0,33.917864476386036,0.08213552361396304,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Montassir Lahtimi,33,73,Balanced,6285,0.121,2035-06-30,11000.0,0.35,Morocco (Botola 1),Botola Pro 1,2033-06-27,1.0,7,13,12,13,10,13,17,7,14,7,11,12,11,7,10,11,13,11,8,9,10,12,14,9,12,13,8,13,4,5,15,6,14,12,16,12,,6.95,2 (14),Not set,- - -,16,0,Morocco,176.0,31.475017111567418,1.5249828884325805,3.0,440.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antal Yaakobishvili,30,76,Balanced,5782,0.121,2035-06-30,15500.0,1.4,Türkiye (Super League),Turkish Super League,2032-04-17,2.0,14,12,10,10,11,13,6,14,11,11,11,10,12,8,12,13,15,13,8,10,13,13,5,6,7,12,13,9,4,12,1,16,11,9,6,7,,-,-,Not set,- - -,0,0,Türkiye,176.0,27.281314168377822,2.7186858316221767,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Moris Valinčić,32,71,Balanced,4118,0.11599999999999999,2036-06-30,1900.0,,France (Ligue 2 BKT),Ligue 2 BKT,2034-07-20,5.75,13,13,14,11,13,12,8,10,11,13,12,11,13,13,10,10,12,12,12,10,15,10,9,10,7,11,11,9,16,12,7,12,10,11,8,10,,7.13,19,Not set,- - -,19,0,France,542.0,31.537303216974674,0.46269678302532513,3.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Levi Smans,30,69,Balanced,3408,0.11599999999999999,2036-06-30,2400.0,0.11,Italy (Serie C/A),Italian Serie C/A,2034-05-23,0.525,11,13,13,13,9,12,13,2,13,11,13,12,14,13,12,11,7,12,12,11,12,10,11,9,15,12,7,7,4,7,9,8,13,12,10,7,,6.85,14,Not set,- - -,14,0,Italy,542.0,29.378507871321013,0.621492128678987,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
