Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Cmd,Pun,TRO,Han,Thr,Ecc,Ref,Kic,1v1,Com,Aer,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Dri,Fir,Hea,Mar,Tck,Tec,Pas,Av Rat,Apps,Transfer Status,Inf,xGP/90,xGP,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Brazil,Country_China,Country_Denmark,Country_England,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Norway,Country_Portugal,Country_Qatar,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_Spain,Country_Sweden,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_nan
Senne Lammens,32,76,Driven,6373,,2036-06-30,55000.0,2.7,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-03-23,2.2,13,10,10,12,13,5,14,15,14,13,16,11,16,12,12,13,14,1,12,3,12,9,11,9,18,13,11,17,10,11,11,13,10,2,14,10,1,2,12,14,6.64,15,Not set,,-0.11,-1.50,- - -,15,0,France,542.0,31.211498973305954,0.7885010266940452,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicholas Bilokapic,32,77,Fairly Determined,5897,,2036-06-30,20000.0,10.25,Netherlands (Eredivisie),Eredivisie,2034-01-01,14.75,12,8,11,12,14,2,14,13,14,13,15,8,12,14,15,12,13,2,12,2,12,10,14,7,16,11,10,15,10,10,10,12,9,7,9,5,3,2,9,10,6.89,14,Not set,Inj,0.52,6.92,- - -,14,0,Netherlands,542.0,30.989733059548254,1.0102669404517455,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Liu-Shao Ziyang,31,75,Professional,5394,,2036-12-31,10500.0,,China (Super League),Chinese Super League,2034-02-05,0.9,11,11,14,12,12,7,12,10,13,10,14,6,9,13,11,12,10,4,7,1,13,9,10,9,14,14,13,16,9,11,12,12,9,2,7,5,1,1,7,10,7.17,11 (1),Not set,Int,0.18,1.93,- - -,12,0,China,726.0,30.085557837097877,0.9144421629021219,4.0,460.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beau Reus,33,78,Balanced,3588,,2036-06-30,22500.0,0.675,Italy (Serie A),Italian Serie A,2034-05-04,1.1,12,10,11,12,15,6,11,10,13,12,17,11,14,14,12,11,15,3,11,1,12,8,12,8,13,14,14,16,10,10,12,16,9,1,5,1,1,3,6,14,6.59,18,Not set,,-0.17,-3.04,- - -,18,0,Italy,542.0,32.3264887063655,0.6735112936344969,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Federico Losas,32,72,Driven,5642,,2036-12-31,27000.0,1.6,Argentina (Premier Division),Argentine Premier Division,2033-02-11,1.6,14,13,3,11,13,5,14,15,15,15,11,15,13,16,12,11,16,1,8,2,15,10,12,10,18,12,11,11,11,12,9,7,12,3,11,5,2,2,8,12,-,-,Not set,,-,-,- - -,0,0,Argentina,726.0,30.102669404517453,1.8973305954825461,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dominik Kotarski,34,74,Balanced,6180,,2037-06-30,28500.0,1.9,Greece (Super League 1),Greek Super League 1,2032-12-10,4.5,12,10,14,12,10,12,14,10,16,13,15,15,12,13,12,11,12,3,10,3,13,11,10,11,12,11,11,15,9,8,9,12,7,3,7,1,3,3,9,11,7.39,20 (1),Not set,,0.17,3.37,- - -,21,0,Greece,907.0,31.930184804928132,2.0698151950718686,3.0,481.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christian Marietta,32,77,Fairly Professional,3309,,2036-06-30,5250.0,0.3,Italy (Serie C/A),Italian Serie C/A,2034-05-22,0.6,12,13,9,12,14,12,12,15,13,12,17,8,9,8,12,12,12,1,12,1,13,10,8,10,10,12,13,16,9,11,13,11,9,4,10,8,1,5,7,11,7.02,19,Not set,,0.35,6.70,- - -,19,0,Italy,542.0,31.37577002053388,0.6242299794661191,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adam Ingi Benediktsson,32,77,Resolute,6601,,2036-06-30,31000.0,3.8,Türkiye (Super League),Turkish Super League,2033-07-12,4.7,14,7,8,12,15,6,13,12,15,13,16,7,13,13,12,14,13,3,10,2,14,8,9,11,15,13,12,17,10,13,12,13,10,3,7,2,3,1,8,8,7.22,21 (1),Not set,,0.37,7.99,- - -,22,0,Türkiye,542.0,30.5160848733744,1.483915126625599,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Benassi,31,76,Balanced,3205,,2039-12-31,14000.0,0.85,Argentina (Premier Division),Argentine Premier Division,2035-01-03,1.4,13,8,13,12,15,12,13,10,13,11,15,7,13,13,12,11,13,2,14,2,12,10,14,9,12,14,12,15,11,7,12,10,11,3,9,1,2,3,9,10,-,-,Not set,,-,-,- - -,0,0,Argentina,1821.0,30.994524298425734,0.0054757015742642025,3.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luiz Júnior,33,76,Fairly Professional,8194,,2037-06-30,145000.0,50.0,Spain (First Division),Spanish First Division,2034-01-15,57.0,13,8,18,14,16,12,16,13,17,13,15,12,15,14,10,16,13,13,10,3,12,12,12,12,13,12,15,17,12,11,13,13,12,3,11,1,1,1,11,14,6.84,22,Not set,,0.08,1.66,- - -,22,0,Spain,907.0,32.0280629705681,0.971937029431896,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Kristoffer Klaesson,34,74,Fairly Determined,6903,,2038-06-30,7250.0,1.2,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-10-05,3.2,12,14,12,12,12,11,15,14,13,13,16,11,11,15,10,12,12,9,13,5,13,11,10,8,17,12,8,15,7,8,10,12,10,1,8,1,1,1,8,12,7.44,20,Not set,Inj,0.00,0.00,- - -,20,0,Saudi Arabia,1272.0,32.74880219028063,1.2511978097193703,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Rocco Ríos Novo,32,70,Fairly Determined,4505,,2036-12-31,4700.0,2.7,U.S.A. (MLS),Major League Soccer,2033-12-07,2.1,11,12,17,11,15,12,13,12,12,12,9,11,14,13,12,15,12,3,11,1,12,6,11,10,15,14,12,9,9,6,8,15,13,3,12,2,3,2,12,12,-,-,Not set,,-,-,- - -,0,0,U.S.A.,726.0,30.921286789869953,1.0787132101300478,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Kazuki Fujita,33,73,Fairly Determined,6706,,2036-12-31,6500.0,1.4,U.S.A. (MLS),Major League Soccer,2034-07-16,1.2,15,11,7,15,16,5,12,17,16,12,14,6,13,10,12,13,15,1,12,3,12,7,12,6,16,8,6,11,9,2,5,6,10,3,5,1,3,1,6,16,-,-,Not set,,-,-,- - -,0,0,U.S.A.,726.0,32.526351813826146,0.4736481861738535,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Emmanuel Gómez Riga,33,73,Balanced,3722,,2037-06-30,12000.0,0.9,U.A.E. (Pro League),UAE Professional League,2033-07-06,0.95,12,8,13,12,15,8,13,13,13,13,14,12,14,13,13,15,9,3,5,2,13,10,16,10,13,13,12,15,10,11,12,12,11,3,10,5,3,3,10,13,7.27,24,Not set,Int,0.00,0.00,- - -,24,0,U.A.E.,907.0,31.49965776865161,1.5003422313483916,3.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Antonio Gomis,31,74,Balanced,3910,,2036-06-30,9000.0,3.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-09-01,5.75,14,6,12,13,13,5,14,13,14,15,13,8,12,13,10,13,15,1,8,1,13,8,11,9,7,14,11,13,12,8,9,13,13,3,4,1,3,2,6,13,6.61,14,Not set,,0.14,1.98,- - -,14,0,France,542.0,29.65571526351814,1.3442847364818618,3.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tobi Oluwayemi,31,74,Fairly Determined,4808,,2036-05-31,28500.0,4.8,Scotland (cinch Premiership),cinch Premiership,2032-07-16,4.8,12,12,10,11,13,8,12,12,13,11,15,8,10,15,13,11,10,1,8,2,14,11,10,12,15,14,13,14,12,13,12,14,12,2,9,3,6,5,8,9,7.32,9 (1),Not set,,0.11,1.05,- - -,10,0,Scotland,512.0,28.527720739219713,2.4722792607802875,4.0,486.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Euler Obando,32,72,Balanced,4189,,2037-12-31,9000.0,0.675,Argentina (Premier Division),Argentine Premier Division,2034-06-29,0.55,13,7,9,13,13,9,13,12,11,10,13,5,13,15,13,12,14,1,12,1,13,8,10,7,14,11,9,11,11,2,9,14,11,3,3,1,2,1,5,14,-,-,Not set,,-,-,- - -,0,0,Argentina,1091.0,31.479808350444902,0.5201916495550992,3.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Richmond Badu,32,77,Fairly Ambitious,3742,,2037-06-30,5000.0,1.1,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-01-22,0.825,11,6,13,13,13,9,12,13,11,8,16,11,12,14,7,13,14,3,12,1,10,8,9,10,6,12,10,17,11,8,8,12,12,1,2,1,3,2,7,11,6.85,20,Not set,,0.17,3.37,- - -,20,0,Netherlands,907.0,30.04791238877481,1.9520876112251881,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Nicolás Rodríguez,31,72,Fairly Determined,3772,,2037-12-31,3100.0,0.575,U.S.A. (MLS),Major League Soccer,2034-09-21,0.525,12,8,5,11,10,5,13,14,11,11,10,11,12,11,8,13,12,1,13,3,11,6,8,6,17,14,8,8,11,3,5,13,12,2,6,1,1,3,5,11,-,-,Not set,,-,-,- - -,0,0,U.S.A.,1091.0,30.709787816563995,0.29021218343600275,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Nahuel Noll,31,74,Spirited,4074,,2036-06-30,15500.0,0.75,Spain (Second Division),Spanish Second Division,2034-05-21,2.5,12,9,15,12,14,12,13,14,14,12,16,13,10,14,13,12,12,10,9,2,12,11,11,12,13,14,12,16,9,12,12,15,8,2,10,6,1,3,10,13,6.97,20,Not set,,0.41,8.11,- - -,20,0,Spain,542.0,30.37303216974675,0.6269678302532512,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gaizka Ayesa,33,72,Fairly Determined,4014,,2036-06-30,12750.0,6.0,Spain (Second Division),Spanish Second Division,2034-04-04,12.75,12,6,14,11,14,5,14,15,15,12,13,12,12,10,11,14,14,1,6,2,12,10,11,8,15,15,10,11,14,3,7,15,11,3,6,1,2,2,6,13,6.90,17,Not set,,0.16,2.77,- - -,17,0,Spain,542.0,32.24435318275154,0.75564681724846,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lorenzo Avogadri,33,75,Fairly Professional,3157,,2037-06-30,4900.0,0.65,Belgium (Jupiler Pro League),Jupiler Pro League,2034-07-16,0.55,13,6,13,12,14,6,13,11,15,11,14,11,12,11,12,12,10,6,10,3,12,9,9,10,13,11,12,14,9,8,10,15,9,3,8,3,3,1,4,10,6.79,22,Not set,,0.00,0.09,- - -,22,0,Belgium,907.0,32.526351813826146,0.4736481861738535,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lucas Bergström,32,80,Fairly Ambitious,5463,,2037-06-30,6750.0,0.475,Netherlands (Eredivisie),Eredivisie,2033-07-06,0.8,11,7,8,12,13,2,15,14,14,18,19,13,8,11,12,12,10,1,9,2,8,8,11,10,14,13,12,19,9,9,10,12,10,3,8,9,2,3,8,7,6.74,16,Not set,,-0.07,-1.08,- - -,16,0,Netherlands,907.0,30.49965776865161,1.5003422313483916,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Marcelo Pitaluga,32,75,Fairly Determined,4200,,2036-06-30,39000.0,3.9,Germany (Bundesliga),Bundesliga,2032-09-27,4.1,14,13,12,13,14,13,14,9,15,14,14,8,12,10,13,13,14,11,6,2,14,8,13,11,15,16,12,15,13,11,11,13,12,1,9,2,1,3,12,10,6.57,18,Not set,,-0.25,-4.62,- - -,18,0,Germany,542.0,29.727583846680357,2.272416153319644,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Noah Atubolu,32,75,Professional,8675,,2036-06-30,275000.0,52.0,Italy (Serie A),Italian Serie A,2032-10-28,52.0,14,8,15,13,16,12,17,14,17,15,15,13,14,15,14,14,15,8,15,4,15,12,15,13,16,15,15,18,11,13,15,15,10,3,12,7,2,2,13,14,6.95,19,Not set,,-0.08,-1.42,- - -,19,0,Italy,542.0,29.812457221081452,2.187542778918549,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nil Ruiz,31,76,Balanced,4174,,2036-06-30,21500.0,2.1,England (Sky Bet Championship),Sky Bet Championship,2034-11-27,2.7,13,9,13,12,13,5,12,10,13,13,16,9,13,13,11,13,12,6,14,2,13,10,16,8,14,12,13,16,10,11,13,14,9,2,8,8,3,1,10,10,6.68,29,Not set,,-0.09,-2.50,- - -,29,0,England,542.0,30.89322381930185,0.10677618069815195,3.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maarten Paes,36,75,Balanced,6502,,2036-06-30,72000.0,13.25,U.A.E. (Pro League),UAE Professional League,2034-07-20,10.75,13,10,12,12,15,4,16,12,16,14,15,13,13,16,12,12,14,3,13,1,14,10,16,14,13,9,10,15,4,5,5,12,5,2,9,1,1,1,13,12,7.14,23,Not set,,0.00,0.00,- - -,23,0,U.A.E.,542.0,35.53730321697468,0.46269678302532513,3.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ertuğrul Çetin,31,74,Fairly Professional,4911,,2037-06-30,10250.0,0.925,Türkiye (Super League),Turkish Super League,2033-06-13,0.75,12,10,9,10,14,10,13,14,13,12,15,11,13,11,10,11,12,3,13,4,16,12,8,13,14,13,13,16,7,12,15,13,8,2,10,1,3,1,9,15,6.94,18,Not set,,0.34,6.10,- - -,18,0,Türkiye,907.0,29.43668720054757,1.5633127994524298,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Josh Griffiths,33,77,Fairly Professional,4258,,2037-06-30,10750.0,0.18,Netherlands (Eredivisie),Eredivisie,2034-08-14,0.875,12,8,12,13,9,8,12,14,14,11,17,6,11,12,13,11,11,7,8,10,12,10,10,9,12,10,11,18,11,12,11,12,11,1,8,1,1,1,13,15,6.80,19,Not set,,0.27,5.28,- - -,19,0,Netherlands,907.0,32.605749486652975,0.3942505133470226,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Christos Mandas,33,73,Resolute,7014,,2036-06-30,59000.0,7.75,Italy (Serie A),Italian Serie A,2032-08-21,10.25,13,10,7,14,16,6,15,15,15,12,15,7,15,13,13,12,13,1,13,2,14,12,14,13,15,13,12,15,11,10,10,12,12,3,13,1,1,3,9,12,6.80,20,Not set,,-0.16,-3.09,- - -,20,0,Italy,542.0,30.626283367556468,2.3737166324435317,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Felix Gebhardt,32,74,Balanced,5975,,2037-06-30,57000.0,5.5,Türkiye (Super League),Turkish Super League,2033-06-11,6.75,17,14,9,14,14,5,13,13,15,14,12,11,16,11,14,12,10,1,11,1,15,10,12,9,9,17,12,15,11,6,10,12,12,3,9,2,2,2,6,13,7.10,19,Not set,,0.55,9.73,- - -,19,0,Türkiye,907.0,30.431211498973305,1.568788501026694,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Andrew,33,74,Fairly Determined,5989,,2037-06-30,155000.0,10.0,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-09-28,12.5,12,12,16,12,14,16,16,13,16,13,15,11,13,13,12,15,14,1,9,2,14,13,12,12,15,11,11,14,9,10,8,14,9,7,10,1,2,1,10,17,7.33,24,Not set,Inj,0.00,0.00,- - -,24,0,Saudi Arabia,907.0,32.728952772073924,0.27104722792607805,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
André Junio,34,76,Balanced,3496,,2036-12-31,4000.0,1.5,U.S.A. (MLS),Major League Soccer,2033-04-03,2.8,12,5,13,14,12,5,15,12,11,11,11,11,12,14,9,12,13,3,12,2,8,8,8,7,13,14,7,17,8,5,8,18,11,2,7,1,3,3,6,14,-,-,Not set,,-,-,- - -,0,0,U.S.A.,726.0,32.24229979466119,1.757700205338809,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Giorgi Mamardashvili,34,78,Balanced,7243,,2036-06-30,93000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-07-01,23.5,16,10,14,14,13,8,15,15,13,16,16,5,12,14,12,14,12,1,12,2,14,12,13,12,14,11,8,17,9,9,13,10,9,1,5,2,2,2,9,14,7.58,23 (1),Not set,,0.00,0.00,- - -,24,0,Saudi Arabia,542.0,32.48596851471595,1.514031485284052,3.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Zeki Kayalı,31,78,Fairly Determined,3356,,2036-06-30,9000.0,0.675,Türkiye (1. League),Turkish 1. League,2033-02-01,0.825,13,10,7,10,12,5,12,13,13,12,16,13,13,13,11,12,10,7,10,4,11,10,11,9,15,12,11,17,8,11,14,11,7,2,7,3,3,2,8,12,6.72,20,Not set,,0.06,1.08,- - -,20,0,Türkiye,542.0,29.075290896646134,1.9247091033538672,4.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Patrik Sigurður Gunnarsson,34,75,Perfectionist,5361,,2036-06-30,13000.0,,Spain (Second Division),Spanish Second Division,2034-07-06,4.8,12,12,11,13,15,4,12,11,13,14,15,11,13,14,14,12,12,4,7,5,13,9,10,11,15,13,11,16,8,11,10,12,9,2,9,5,1,2,8,10,6.84,22,Not set,,0.13,2.79,- - -,22,0,Spain,542.0,33.49897330595483,0.5010266940451745,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Marvin Keller,32,74,Fairly Professional,5408,,2036-06-30,33500.0,4.6,Germany (Bundesliga),Bundesliga,2033-11-30,8.5,13,8,14,12,15,8,14,11,14,13,16,11,13,12,13,13,13,3,10,3,13,11,13,12,13,13,14,16,8,7,12,14,7,2,9,7,3,2,10,13,6.73,18,Not set,,0.33,5.74,- - -,18,0,Germany,542.0,30.902121834360027,1.0978781656399725,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julen Agirrezabala,34,74,Fairly Determined,6770,,2036-06-30,120000.0,29.0,Qatar (Stars League),Qatar Stars League,2034-01-07,32.0,13,14,5,14,14,5,15,13,16,14,15,5,13,15,13,15,15,2,7,1,16,11,15,10,15,11,8,16,12,4,11,12,12,3,12,1,2,2,11,13,7.46,23 (1),Not set,,0.08,1.93,- - -,24,0,Qatar,542.0,33.006160164271044,0.9938398357289527,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Oliver Dovin,32,74,Resolute,5706,,2037-06-30,26000.0,2.3,Netherlands (Eredivisie),Eredivisie,2033-12-19,4.3,12,5,11,13,15,7,16,13,16,13,15,9,13,14,14,13,14,3,8,1,14,12,12,11,15,15,12,14,11,11,12,12,12,5,9,1,1,3,8,12,7.10,26,Not set,,0.60,15.69,- - -,26,0,Netherlands,907.0,30.954140999315538,1.0458590006844628,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mihai Popa,34,75,Fairly Professional,5013,,2036-06-30,15500.0,0.625,U.A.E. (Pro League),UAE Professional League,2034-01-10,0.8,13,9,10,13,13,5,16,13,15,12,14,10,13,12,12,13,10,2,8,3,11,10,13,11,14,11,10,14,11,8,12,13,9,1,10,7,3,3,10,11,7.05,25,Not set,,0.00,0.00,- - -,25,0,U.A.E.,542.0,33.01437371663244,0.9856262833675564,4.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
